"Label","Modality","side","Atlas","Measurement","Anatomy"
"T1Hier_area_right_posterior_cingulatedktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","posterior cingulate"
"T1Hier_area_right_precentraldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","precentral"
"T1Hier_area_right_precuneusdktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","precuneus"
"T1Hier_area_right_rostral_anterior_cingulatedktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","rostral anterior cingulate"
"T1Hier_area_right_rostral_middle_frontaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","rostral middle frontal"
"T1Hier_area_right_superior_frontaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","superior frontal"
"T1Hier_area_right_superior_parietaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","superior parietal"
"T1Hier_area_right_superior_temporaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","superior temporal"
"T1Hier_area_right_supramarginaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","supramarginal"
"T1Hier_area_right_transverse_temporaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","transverse temporal"
"T1Hier_thk_left_caudal_anterior_cingulatedktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","caudal anterior cingulate"
"T1Hier_thk_left_caudal_middle_frontaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","caudal middle frontal"
"T1Hier_thk_left_cuneusdktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","cuneus"
"T1Hier_thk_left_entorhinaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","entorhinal"
"T1Hier_thk_left_fusiformdktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","fusiform"
"T1Hier_thk_left_inferior_parietaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","inferior parietal"
"T1Hier_thk_left_inferior_temporaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","inferior temporal"
"T1Hier_thk_left_insuladktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","insula"
"T1Hier_thk_left_isthmus_cingulatedktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","isthmus cingulate"
"T1Hier_thk_left_lateral_occipitaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","lateral occipital"
"T1Hier_thk_left_lateral_orbitofrontaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","lateral orbitofrontal"
"T1Hier_thk_left_lingualdktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","lingual"
"T1Hier_thk_left_medial_orbitofrontaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","medial orbitofrontal"
"T1Hier_thk_left_middle_temporaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","middle temporal"
"T1Hier_thk_left_paracentraldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","paracentral"
"T1Hier_thk_left_parahippocampaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","parahippocampal"
"T1Hier_thk_left_pars_opercularisdktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","pars opercularis"
"T1Hier_thk_left_pars_orbitalisdktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","pars orbitalis"
"T1Hier_thk_left_pars_triangularisdktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","pars triangularis"
"T1Hier_thk_left_pericalcarinedktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","pericalcarine"
"T1Hier_thk_left_postcentraldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","postcentral"
"T1Hier_thk_left_posterior_cingulatedktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","posterior cingulate"
"T1Hier_thk_left_precentraldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","precentral"
"T1Hier_thk_left_precuneusdktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","precuneus"
"T1Hier_thk_left_rostral_anterior_cingulatedktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","rostral anterior cingulate"
"T1Hier_thk_left_rostral_middle_frontaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","rostral middle frontal"
"T1Hier_thk_left_superior_frontaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","superior frontal"
"T1Hier_thk_left_superior_parietaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","superior parietal"
"T1Hier_thk_left_superior_temporaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","superior temporal"
"T1Hier_thk_left_supramarginaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","supramarginal"
"T1Hier_thk_left_transverse_temporaldktcortex","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","transverse temporal"
"T1Hier_thk_right_caudal_anterior_cingulatedktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","caudal anterior cingulate"
"T1Hier_thk_right_caudal_middle_frontaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","caudal middle frontal"
"T1Hier_thk_right_cuneusdktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","cuneus"
"T1Hier_thk_right_entorhinaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","entorhinal"
"T1Hier_thk_right_fusiformdktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","fusiform"
"T1Hier_thk_right_inferior_parietaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","inferior parietal"
"T1Hier_thk_right_inferior_temporaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","inferior temporal"
"T1Hier_thk_right_insuladktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","insula"
"T1Hier_thk_right_isthmus_cingulatedktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","isthmus cingulate"
"T1Hier_thk_right_lateral_occipitaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","lateral occipital"
"T1Hier_thk_right_lateral_orbitofrontaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","lateral orbitofrontal"
"T1Hier_thk_right_lingualdktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","lingual"
"T1Hier_thk_right_medial_orbitofrontaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","medial orbitofrontal"
"T1Hier_thk_right_middle_temporaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","middle temporal"
"T1Hier_thk_right_paracentraldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","paracentral"
"T1Hier_thk_right_parahippocampaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","parahippocampal"
"T1Hier_thk_right_pars_opercularisdktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","pars opercularis"
"T1Hier_thk_right_pars_orbitalisdktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","pars orbitalis"
"T1Hier_thk_right_pars_triangularisdktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","pars triangularis"
"T1Hier_thk_right_pericalcarinedktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","pericalcarine"
"T1Hier_thk_right_postcentraldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","postcentral"
"T1Hier_thk_right_posterior_cingulatedktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","posterior cingulate"
"T1Hier_thk_right_precentraldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","precentral"
"T1Hier_thk_right_precuneusdktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","precuneus"
"T1Hier_thk_right_rostral_anterior_cingulatedktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","rostral anterior cingulate"
"T1Hier_thk_right_rostral_middle_frontaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","rostral middle frontal"
"T1Hier_thk_right_superior_frontaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","superior frontal"
"T1Hier_thk_right_superior_parietaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","superior parietal"
"T1Hier_thk_right_superior_temporaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","superior temporal"
"T1Hier_thk_right_supramarginaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","supramarginal"
"T1Hier_thk_right_transverse_temporaldktcortex","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","transverse temporal"
"T1Hier_vol_left_ca1mtl","T1 hierarchical processing","left","MTL","geometry/volume","volca1mtl"
"T1Hier_vol_left_dg.ca3mtl","T1 hierarchical processing","left","MTL","geometry/volume","voldg.ca3mtl"
"T1Hier_vol_left_alecmtl","T1 hierarchical processing","left","MTL","geometry/volume","volalecmtl"
"T1Hier_vol_left_pmecmtl","T1 hierarchical processing","left","MTL","geometry/volume","volpmecmtl"
"T1Hier_vol_left_parahippocampalmtl","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/volume","parahippocampal"
"T1Hier_vol_left_perirhinalmtl","T1 hierarchical processing","left","MTL","geometry/volume","volperirhinalmtl"
"T1Hier_vol_left_subiculummtl","T1 hierarchical processing","left","MTL","geometry/volume","volsubiculummtl"
"T1Hier_vol_right_ca1mtl","T1 hierarchical processing","right","MTL","geometry/volume","volca1mtl"
"T1Hier_vol_right_dg.ca3mtl","T1 hierarchical processing","right","MTL","geometry/volume","voldg.ca3mtl"
"T1Hier_vol_right_alecmtl","T1 hierarchical processing","right","MTL","geometry/volume","volalecmtl"
"T1Hier_vol_right_pmecmtl","T1 hierarchical processing","right","MTL","geometry/volume","volpmecmtl"
"T1Hier_vol_right_parahippocampalmtl","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/volume","parahippocampal"
"T1Hier_vol_right_perirhinalmtl","T1 hierarchical processing","right","MTL","geometry/volume","volperirhinalmtl"
"T1Hier_vol_right_subiculummtl","T1 hierarchical processing","right","MTL","geometry/volume","volsubiculummtl"
"T1Hier_area_left_ca1mtl","T1 hierarchical processing","left","MTL","geometry/area","_ca1mtl"
"T1Hier_area_left_dg.ca3mtl","T1 hierarchical processing","left","MTL","geometry/area","_dg.ca3mtl"
"T1Hier_area_left_alecmtl","T1 hierarchical processing","left","MTL","geometry/area","_alecmtl"
"T1Hier_area_left_pmecmtl","T1 hierarchical processing","left","MTL","geometry/area","_pmecmtl"
"T1Hier_area_left_parahippocampalmtl","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/area","parahippocampal"
"T1Hier_area_left_perirhinalmtl","T1 hierarchical processing","left","MTL","geometry/area","_perirhinalmtl"
"T1Hier_area_left_subiculummtl","T1 hierarchical processing","left","MTL","geometry/area","_subiculummtl"
"T1Hier_area_right_ca1mtl","T1 hierarchical processing","right","MTL","geometry/area","_ca1mtl"
"T1Hier_area_right_dg.ca3mtl","T1 hierarchical processing","right","MTL","geometry/area","_dg.ca3mtl"
"T1Hier_area_right_alecmtl","T1 hierarchical processing","right","MTL","geometry/area","_alecmtl"
"T1Hier_area_right_pmecmtl","T1 hierarchical processing","right","MTL","geometry/area","_pmecmtl"
"T1Hier_area_right_parahippocampalmtl","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/area","parahippocampal"
"T1Hier_area_right_perirhinalmtl","T1 hierarchical processing","right","MTL","geometry/area","_perirhinalmtl"
"T1Hier_area_right_subiculummtl","T1 hierarchical processing","right","MTL","geometry/area","_subiculummtl"
"T1Hier_thk_left_ca1mtl","T1 hierarchical processing","left","MTL","geometry/thickness","_ca1mtl"
"T1Hier_thk_left_dg.ca3mtl","T1 hierarchical processing","left","MTL","geometry/thickness","_dg.ca3mtl"
"T1Hier_thk_left_alecmtl","T1 hierarchical processing","left","MTL","geometry/thickness","_alecmtl"
"T1Hier_thk_left_pmecmtl","T1 hierarchical processing","left","MTL","geometry/thickness","_pmecmtl"
"T1Hier_thk_left_parahippocampalmtl","T1 hierarchical processing","left","desikan-killiany-tourville","geometry/thickness","parahippocampal"
"T1Hier_thk_left_perirhinalmtl","T1 hierarchical processing","left","MTL","geometry/thickness","_perirhinalmtl"
"T1Hier_thk_left_subiculummtl","T1 hierarchical processing","left","MTL","geometry/thickness","_subiculummtl"
"T1Hier_thk_right_ca1mtl","T1 hierarchical processing","right","MTL","geometry/thickness","_ca1mtl"
"T1Hier_thk_right_dg.ca3mtl","T1 hierarchical processing","right","MTL","geometry/thickness","_dg.ca3mtl"
"T1Hier_thk_right_alecmtl","T1 hierarchical processing","right","MTL","geometry/thickness","_alecmtl"
"T1Hier_thk_right_pmecmtl","T1 hierarchical processing","right","MTL","geometry/thickness","_pmecmtl"
"T1Hier_thk_right_parahippocampalmtl","T1 hierarchical processing","right","desikan-killiany-tourville","geometry/thickness","parahippocampal"
"T1Hier_thk_right_perirhinalmtl","T1 hierarchical processing","right","MTL","geometry/thickness","_perirhinalmtl"
"T1Hier_thk_right_subiculummtl","T1 hierarchical processing","right","MTL","geometry/thickness","_subiculummtl"
"T1Hier_vol_ch13_leftbf","T1 hierarchical processing","left","BF","geometry/volume","vol_ch13_bf"
"T1Hier_vol_ch13_rightbf","T1 hierarchical processing","right","BF","geometry/volume","vol_ch13_bf"
"T1Hier_vol_nbm_left_antbf","T1 hierarchical processing","left","BF","geometry/volume","vol_nbmantbf"
"T1Hier_vol_nbm_left_midbf","T1 hierarchical processing","left","BF","geometry/volume","vol_nbmmidbf"
"T1Hier_vol_nbm_left_posbf","T1 hierarchical processing","left","BF","geometry/volume","vol_nbmposbf"
"T1Hier_vol_nbm_right_antbf","T1 hierarchical processing","right","BF","geometry/volume","vol_nbmantbf"
"T1Hier_vol_nbm_right_midbf","T1 hierarchical processing","right","BF","geometry/volume","vol_nbmmidbf"
"T1Hier_vol_nbm_right_posbf","T1 hierarchical processing","right","BF","geometry/volume","vol_nbmposbf"
"T1Hier_area_ch13_leftbf","T1 hierarchical processing","left","BF","geometry/area","ch13_bf"
"T1Hier_area_ch13_rightbf","T1 hierarchical processing","right","BF","geometry/area","ch13_bf"
"T1Hier_area_nbm_left_antbf","T1 hierarchical processing","left","BF","geometry/area","nbmantbf"
"T1Hier_area_nbm_left_midbf","T1 hierarchical processing","left","BF","geometry/area","nbmmidbf"
"T1Hier_area_nbm_left_posbf","T1 hierarchical processing","left","BF","geometry/area","nbmposbf"
"T1Hier_area_nbm_right_antbf","T1 hierarchical processing","right","BF","geometry/area","nbmantbf"
"T1Hier_area_nbm_right_midbf","T1 hierarchical processing","right","BF","geometry/area","nbmmidbf"
"T1Hier_area_nbm_right_posbf","T1 hierarchical processing","right","BF","geometry/area","nbmposbf"
"T1Hier_thk_ch13_leftbf","T1 hierarchical processing","left","BF","geometry/thickness","ch13_bf"
"T1Hier_thk_ch13_rightbf","T1 hierarchical processing","right","BF","geometry/thickness","ch13_bf"
"T1Hier_thk_nbm_left_antbf","T1 hierarchical processing","left","BF","geometry/thickness","nbmantbf"
"T1Hier_thk_nbm_left_midbf","T1 hierarchical processing","left","BF","geometry/thickness","nbmmidbf"
"T1Hier_thk_nbm_left_posbf","T1 hierarchical processing","left","BF","geometry/thickness","nbmposbf"
"T1Hier_thk_nbm_right_antbf","T1 hierarchical processing","right","BF","geometry/thickness","nbmantbf"
"T1Hier_thk_nbm_right_midbf","T1 hierarchical processing","right","BF","geometry/thickness","nbmmidbf"
"T1Hier_thk_nbm_right_posbf","T1 hierarchical processing","right","BF","geometry/thickness","nbmposbf"
"T1Hier_vol_bn_gp_gpe_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","globus pallidus externa"
"T1Hier_vol_bn_gp_gpe_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","globus pallidus externa"
"T1Hier_vol_bn_gp_gpi_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","globus pallidus interna"
"T1Hier_vol_bn_gp_gpi_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","globus pallidus interna"
"T1Hier_vol_bn_gp_vep_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","ventral pallidum"
"T1Hier_vol_bn_gp_vep_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","ventral pallidum"
"T1Hier_vol_bn_str_ca_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","caudate"
"T1Hier_vol_bn_str_ca_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","caudate"
"T1Hier_vol_bn_str_nac_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","Nucleus Accumbens"
"T1Hier_vol_bn_str_nac_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","Nucleus Accumbens"
"T1Hier_vol_bn_str_pu_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","putamen"
"T1Hier_vol_bn_str_pu_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","putamen"
"T1Hier_vol_die_hth_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","Hypothalamus"
"T1Hier_vol_die_hth_mn_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","mammillary nucleus"
"T1Hier_vol_die_hth_mn_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","mammillary nucleus"
"T1Hier_vol_die_hth_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","Hypothalamus"
"T1Hier_vol_die_sth_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","Subthalamic Nucleus"
"T1Hier_vol_die_sth_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","Subthalamic Nucleus"
"T1Hier_vol_exa_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","extended amygdala"
"T1Hier_vol_exa_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","extended amygdala"
"T1Hier_vol_mtg_rn_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","red nucleus"
"T1Hier_vol_mtg_rn_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","red nucleus"
"T1Hier_vol_mtg_sn_snc_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","Substantia Nigra pars compacta"
"T1Hier_vol_mtg_sn_snc_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","Substantia Nigra pars compacta"
"T1Hier_vol_mtg_sn_snr_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","Substantia Nigra pars reticulated"
"T1Hier_vol_mtg_sn_snr_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","Substantia Nigra pars reticulated"
"T1Hier_vol_mtg_vtr_pbp_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","Parabrachial Pigmented Nucleus"
"T1Hier_vol_mtg_vtr_pbp_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","Parabrachial Pigmented Nucleus"
"T1Hier_vol_mtg_vtr_vta_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","Ventral Tegmental Area"
"T1Hier_vol_mtg_vtr_vta_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","Ventral Tegmental Area"
"T1Hier_vol_referenceregion_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume",NA
"T1Hier_vol_referenceregion_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume",NA
"T1Hier_vol_thm_eth_hn_leftcit168","T1 hierarchical processing","left","CIT168","geometry/volume","Habenular Nuclei"
"T1Hier_vol_thm_eth_hn_rightcit168","T1 hierarchical processing","right","CIT168","geometry/volume","Habenular Nuclei"
"T1Hier_area_bn_gp_gpe_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","globus pallidus externa"
"T1Hier_area_bn_gp_gpe_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","globus pallidus externa"
"T1Hier_area_bn_gp_gpi_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","globus pallidus interna"
"T1Hier_area_bn_gp_gpi_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","globus pallidus interna"
"T1Hier_area_bn_gp_vep_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","ventral pallidum"
"T1Hier_area_bn_gp_vep_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","ventral pallidum"
"T1Hier_area_bn_str_ca_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","caudate"
"T1Hier_area_bn_str_ca_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","caudate"
"T1Hier_area_bn_str_nac_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","Nucleus Accumbens"
"T1Hier_area_bn_str_nac_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","Nucleus Accumbens"
"T1Hier_area_bn_str_pu_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","putamen"
"T1Hier_area_bn_str_pu_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","putamen"
"T1Hier_area_die_hth_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","Hypothalamus"
"T1Hier_area_die_hth_mn_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","mammillary nucleus"
"T1Hier_area_die_hth_mn_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","mammillary nucleus"
"T1Hier_area_die_hth_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","Hypothalamus"
"T1Hier_area_die_sth_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","Subthalamic Nucleus"
"T1Hier_area_die_sth_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","Subthalamic Nucleus"
"T1Hier_area_exa_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","extended amygdala"
"T1Hier_area_exa_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","extended amygdala"
"T1Hier_area_mtg_rn_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","red nucleus"
"T1Hier_area_mtg_rn_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","red nucleus"
"T1Hier_area_mtg_sn_snc_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","Substantia Nigra pars compacta"
"T1Hier_area_mtg_sn_snc_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","Substantia Nigra pars compacta"
"T1Hier_area_mtg_sn_snr_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","Substantia Nigra pars reticulated"
"T1Hier_area_mtg_sn_snr_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","Substantia Nigra pars reticulated"
"T1Hier_area_mtg_vtr_pbp_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","Parabrachial Pigmented Nucleus"
"T1Hier_area_mtg_vtr_pbp_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","Parabrachial Pigmented Nucleus"
"T1Hier_area_mtg_vtr_vta_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","Ventral Tegmental Area"
"T1Hier_area_mtg_vtr_vta_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","Ventral Tegmental Area"
"T1Hier_area_referenceregion_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area",NA
"T1Hier_area_referenceregion_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area",NA
"T1Hier_area_thm_eth_hn_leftcit168","T1 hierarchical processing","left","CIT168","geometry/area","Habenular Nuclei"
"T1Hier_area_thm_eth_hn_rightcit168","T1 hierarchical processing","right","CIT168","geometry/area","Habenular Nuclei"
"T1Hier_thk_bn_gp_gpe_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","globus pallidus externa"
"T1Hier_thk_bn_gp_gpe_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","globus pallidus externa"
"T1Hier_thk_bn_gp_gpi_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","globus pallidus interna"
"T1Hier_thk_bn_gp_gpi_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","globus pallidus interna"
"T1Hier_thk_bn_gp_vep_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","ventral pallidum"
"T1Hier_thk_bn_gp_vep_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","ventral pallidum"
"T1Hier_thk_bn_str_ca_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","caudate"
"T1Hier_thk_bn_str_ca_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","caudate"
"T1Hier_thk_bn_str_nac_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","Nucleus Accumbens"
"T1Hier_thk_bn_str_nac_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","Nucleus Accumbens"
"T1Hier_thk_bn_str_pu_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","putamen"
"T1Hier_thk_bn_str_pu_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","putamen"
"T1Hier_thk_die_hth_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","Hypothalamus"
"T1Hier_thk_die_hth_mn_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","mammillary nucleus"
"T1Hier_thk_die_hth_mn_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","mammillary nucleus"
"T1Hier_thk_die_hth_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","Hypothalamus"
"T1Hier_thk_die_sth_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","Subthalamic Nucleus"
"T1Hier_thk_die_sth_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","Subthalamic Nucleus"
"T1Hier_thk_exa_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","extended amygdala"
"T1Hier_thk_exa_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","extended amygdala"
"T1Hier_thk_mtg_rn_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","red nucleus"
"T1Hier_thk_mtg_rn_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","red nucleus"
"T1Hier_thk_mtg_sn_snc_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","Substantia Nigra pars compacta"
"T1Hier_thk_mtg_sn_snc_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","Substantia Nigra pars compacta"
"T1Hier_thk_mtg_sn_snr_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","Substantia Nigra pars reticulated"
"T1Hier_thk_mtg_sn_snr_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","Substantia Nigra pars reticulated"
"T1Hier_thk_mtg_vtr_pbp_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","Parabrachial Pigmented Nucleus"
"T1Hier_thk_mtg_vtr_pbp_rightcit168","T1 hierarchical processing","right","CIT168","geometry/thickness","Parabrachial Pigmented Nucleus"
"T1Hier_thk_mtg_vtr_vta_leftcit168","T1 hierarchical processing","left","CIT168","geometry/thickness","Ventral Tegmental Area"
